Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
5110caf0-ae7c-4e89-a847-bd9935e069ce,C,Yangon,Normal,Female,Health and beauty,31.56,3,4.734,99.41,6/19/2019,17:29:43,Cash,56.81,42.85,42.6,8.1
7d7e38ef-869a-47a3-a0a6-7b83920c1621,A,Mandalay,Member,Female,Sports and travel,17.16,8,6.864,144.14,6/13/2019,7:04:45,Credit card,82.37,42.85,61.77,9.5
d0c99bfa-8f14-4a6b-8cc4-f838044dac74,B,Mandalay,Member,Male,Health and beauty,32.89,9,14.8005,310.81,6/10/2019,14:53:12,Credit card,177.61,42.86,133.2,8.8
8c7b08ae-be77-4b35-94ef-92148e9e5d44,B,Mandalay,Normal,Female,Food and beverages,29.94,1,1.497,31.44,6/6/2019,5:52:03,Cash,17.96,42.88,13.48,8
c9f82bb3-09cf-4dd6-97d9-296c408029e6,A,Naypyitaw,Member,Male,Health and beauty,46.87,6,14.061,295.28,6/4/2019,14:27:45,Cash,168.73,42.86,126.55,6.4
15f0d505-e30c-4fba-847b-d4d1e80c4e38,B,Yangon,Normal,Female,Food and beverages,40.56,3,6.084,127.76,6/15/2019,17:44:30,Ewallet,73.01,42.85,54.75,8.1
2528cf43-a485-4d05-b2f0-36633f05a4a8,A,Mandalay,Normal,Male,Fashion accessories,64.8,5,16.2,340.2,6/18/2019,17:11:34,Ewallet,194.4,42.86,145.8,5.7
a92109ae-f43c-40da-a9a5-1a3cf6d20bfb,B,Mandalay,Member,Female,Electronic accessories,10.75,4,2.15,45.15,6/3/2019,18:56:01,Credit card,25.8,42.86,19.35,9.1
054447e6-f69e-4233-bd85-203b2541e4b6,B,Naypyitaw,Member,Female,Health and beauty,98.27,7,34.3945,722.28,6/28/2019,1:37:40,Credit card,412.73,42.86,309.55,8.8
2b9dcc5d-681b-4604-801c-741f9c37f7b5,B,Naypyitaw,Normal,Female,Electronic accessories,81.53,8,32.612,684.85,6/20/2019,7:40:32,Cash,391.34,42.86,293.51,7.4
49653a74-948d-4f77-8f1d-480bf85c068f,B,Yangon,Normal,Male,Home and lifestyle,76.1,5,19.025,399.52,6/25/2019,8:26:54,Ewallet,228.3,42.86,171.22,8.6
03b4a2f5-f7ed-49ae-a1ff-315bdde3eb41,C,Yangon,Member,Female,Fashion accessories,80.2,5,20.05,421.05,6/15/2019,22:15:56,Credit card,240.6,42.86,180.45,8.2
ba274d5a-69dc-45ba-a16e-482ea09f9545,A,Naypyitaw,Member,Male,Home and lifestyle,5.52,10,2.76,57.96,6/14/2019,9:35:45,Credit card,33.12,42.86,24.84,9.7
6043f14c-ceea-4655-9808-4688cc7b4cf7,C,Naypyitaw,Normal,Male,Fashion accessories,75.47,2,7.547,158.49,6/11/2019,23:40:57,Cash,90.56,42.86,67.93,8
d1c98c5b-d414-4df0-9716-3b2b402d9e44,A,Mandalay,Normal,Male,Sports and travel,77.82,7,27.237,571.98,6/22/2019,15:29:50,Ewallet,326.84,42.86,245.14,9
dca40f76-af48-4f73-86a6-0ddb83e931dc,B,Yangon,Member,Female,Health and beauty,19.19,3,2.8785,60.45,6/5/2019,17:31:48,Ewallet,34.54,42.86,25.91,9.4
c7882d78-5991-44be-bcd2-f899d6e8ccaf,B,Yangon,Normal,Male,Sports and travel,39.36,10,19.68,413.28,6/10/2019,0:49:45,Cash,236.16,42.86,177.12,5.5
f4c359c4-a763-431f-9f57-6ab8981b9d7d,A,Mandalay,Member,Female,Fashion accessories,67.41,6,20.223,424.68,6/10/2019,9:08:20,Ewallet,242.68,42.86,182,7.6
f0cc7e78-466d-4297-9133-a1e548a38746,A,Mandalay,Member,Male,Health and beauty,22.28,6,6.684,140.36,6/23/2019,14:53:57,Ewallet,80.21,42.85,60.15,8.4
c55eee80-435d-483f-a5f5-dda48fcc34a2,B,Yangon,Normal,Female,Home and lifestyle,14.56,9,6.552,137.59,6/2/2019,20:41:25,Ewallet,78.62,42.86,58.97,6.1
6a8a415a-f684-40e6-8452-c74cb1c4fdfe,C,Yangon,Normal,Male,Health and beauty,6.65,7,2.3275,48.88,6/7/2019,0:09:46,Ewallet,27.93,42.86,20.95,5
1324c14c-7813-474a-80a2-9b198c102a02,A,Naypyitaw,Member,Female,Health and beauty,68.84,2,6.884,144.56,6/18/2019,0:20:15,Cash,82.61,42.85,61.95,8
d57eb8e2-4f14-4e7a-992c-6f0a7f5ac69b,C,Yangon,Normal,Female,Food and beverages,96.77,8,38.708,812.87,6/3/2019,5:17:46,Cash,464.5,42.86,348.37,8.6
4ed1b0cf-a46f-4361-b8d3-96af8222829c,A,Naypyitaw,Member,Male,Sports and travel,30.05,4,6.01,126.21,6/15/2019,17:05:10,Credit card,72.12,42.86,54.09,9.6
59062751-a743-4cd6-8c4b-e8f934649ce9,A,Yangon,Normal,Female,Electronic accessories,71.69,5,17.9225,376.37,6/3/2019,2:04:42,Credit card,215.07,42.86,161.3,9.6
e9fd53b0-a5af-445c-a444-29b572608f4b,C,Yangon,Normal,Male,Fashion accessories,11.11,7,3.8885,81.66,6/2/2019,23:54:31,Cash,46.66,42.86,35,7.7
54410456-02d8-44f0-9308-87302d1f6528,B,Mandalay,Normal,Female,Fashion accessories,25.12,9,11.304,237.38,6/16/2019,10:35:26,Credit card,135.65,42.86,101.73,9.6
bc3f60d1-2464-4703-9549-7ce675c2f4eb,A,Yangon,Member,Female,Electronic accessories,34.8,3,5.22,109.62,6/27/2019,5:52:18,Credit card,62.64,42.86,46.98,7.7
d5889468-6f4c-4bed-8139-c75426c734e6,B,Mandalay,Member,Male,Fashion accessories,57.62,8,23.048,484.01,6/28/2019,13:09:36,Cash,276.58,42.86,207.43,7.4
84a2e3e6-2f9a-47fb-9516-4f732f18356a,B,Naypyitaw,Member,Female,Fashion accessories,74.24,5,18.56,389.76,6/18/2019,18:12:09,Credit card,222.72,42.86,167.04,6.3
c0f9eac0-0ae7-466e-89c4-468475f08880,B,Mandalay,Member,Female,Food and beverages,49.15,4,9.83,206.43,6/22/2019,11:08:56,Cash,117.96,42.86,88.47,6.6
8648ad8a-e604-4e73-9ea6-73a003b7a2de,C,Yangon,Member,Male,Fashion accessories,54.6,10,27.3,573.3,6/16/2019,11:09:24,Ewallet,327.6,42.86,245.7,5.1
745ad473-ee3b-4e5e-8e41-12f0c0df4851,A,Naypyitaw,Member,Female,Home and lifestyle,64.83,2,6.483,136.14,6/22/2019,17:34:09,Cash,77.8,42.85,58.34,6.6
fb5966ac-fe0b-4eeb-aab1-ccadcfcfee63,A,Mandalay,Normal,Male,Fashion accessories,23.09,6,6.927,145.47,6/26/2019,20:00:54,Ewallet,83.12,42.86,62.35,8.4
9c5f54a8-c05a-4610-a66a-6103510de934,C,Mandalay,Member,Female,Food and beverages,78.17,6,23.451,492.47,6/2/2019,20:25:40,Credit card,281.41,42.86,211.06,6.9
bf2e5cae-f999-431a-bd93-605c1f96420d,B,Naypyitaw,Normal,Male,Health and beauty,70.02,1,3.501,73.52,6/6/2019,0:28:06,Cash,42.01,42.86,31.51,8.5
92fc980b-efb5-43f0-a7b1-935069fa7450,A,Yangon,Normal,Male,Health and beauty,22.64,5,5.66,118.86,6/12/2019,21:07:10,Cash,67.92,42.86,50.94,6.5
4517ad0d-b898-4529-8656-6dccb0619524,B,Yangon,Member,Female,Health and beauty,37.84,5,9.46,198.66,6/21/2019,22:11:24,Credit card,113.52,42.86,85.14,8.6
347cce4d-c551-4be2-9314-a81201787440,B,Yangon,Normal,Male,Fashion accessories,75.82,9,34.119,716.5,6/21/2019,17:15:39,Ewallet,409.43,42.86,307.07,9.4
230c17b8-dc3b-4a67-b165-001ce37285bf,C,Yangon,Member,Female,Home and lifestyle,6.3,7,2.205,46.3,6/26/2019,1:41:39,Ewallet,26.46,42.85,19.84,10
9317de18-1d83-4c5c-b0bd-96ef62a02890,B,Mandalay,Normal,Female,Home and lifestyle,6.62,6,1.986,41.71,6/13/2019,11:41:29,Ewallet,23.83,42.87,17.88,9.6
17fc2c2b-01be-46f1-8ab4-f5eb9a9518b8,C,Yangon,Normal,Female,Sports and travel,80.06,3,12.009,252.19,6/25/2019,22:42:05,Credit card,144.11,42.86,108.08,8.7
db9db802-e7e5-4586-b7f9-125557ebcab2,B,Naypyitaw,Member,Female,Health and beauty,19.87,4,3.974,83.45,6/24/2019,23:49:33,Ewallet,47.69,42.85,35.76,5.8
78ecad95-1823-4bd0-8911-964ec06f281d,B,Mandalay,Member,Male,Home and lifestyle,14.68,10,7.34,154.14,6/25/2019,3:39:52,Cash,88.08,42.86,66.06,8.9
a81afee9-2ff4-4c08-9402-b963c384e9ec,C,Naypyitaw,Normal,Female,Electronic accessories,86.1,4,17.22,361.62,6/21/2019,2:22:53,Credit card,206.64,42.86,154.98,8.3
749a1af6-2f83-43e9-a01f-3854f620e9fd,A,Mandalay,Member,Male,Sports and travel,49.44,9,22.248,467.21,6/25/2019,16:08:27,Credit card,266.98,42.86,200.23,8.4
bbf60453-7edb-4ec1-9fa4-4a6b208f8055,A,Mandalay,Normal,Male,Sports and travel,25.44,10,12.72,267.12,6/21/2019,6:03:27,Cash,152.64,42.86,114.48,6
120895b7-8f58-48ac-a9a3-108889c11dcf,B,Mandalay,Normal,Male,Food and beverages,69.37,5,17.3425,364.19,6/18/2019,12:37:26,Ewallet,208.11,42.86,156.08,8.1
b1d74ccd-07da-4220-90df-d1030c649a23,B,Mandalay,Member,Female,Home and lifestyle,71.97,1,3.5985,75.57,6/16/2019,12:31:52,Cash,43.18,42.86,32.39,6.8
907e79b4-c092-4095-b5b5-c9d6bef2dbad,B,Naypyitaw,Normal,Male,Sports and travel,69.88,7,24.458,513.62,6/10/2019,5:21:48,Credit card,293.5,42.86,220.12,5.2
4a45c6f7-334d-462d-8acc-acbb0210bc37,B,Naypyitaw,Member,Male,Food and beverages,5.6,6,1.68,35.28,6/21/2019,19:05:52,Credit card,20.16,42.86,15.12,6
d41c6cd1-e2d6-47cb-8f00-b52a87e11896,B,Naypyitaw,Normal,Male,Health and beauty,84.23,9,37.9035,795.97,6/25/2019,12:32:57,Credit card,454.84,42.86,341.13,6.4
b878d0fa-94c4-4692-a69f-2b23a3b26493,A,Yangon,Member,Female,Fashion accessories,72.65,2,7.265,152.56,6/14/2019,23:26:20,Credit card,87.18,42.86,65.38,5.7
00da368a-f2c2-44a2-b128-8c96ec991b08,A,Naypyitaw,Normal,Male,Electronic accessories,74.07,2,7.407,155.55,6/13/2019,21:02:04,Cash,88.88,42.86,66.67,5.8
a918ea74-5ce6-4ebe-8ba7-598a17af0204,C,Yangon,Normal,Female,Health and beauty,83.58,7,29.253,614.31,6/15/2019,2:03:29,Ewallet,351.04,42.86,263.27,7.8
a595999e-f230-4d27-9eed-6503c7a3fb56,A,Yangon,Member,Female,Home and lifestyle,17.8,4,3.56,74.76,6/17/2019,3:06:47,Credit card,42.72,42.86,32.04,6.1
d79dbc80-07c9-4401-b2d6-b6a7dcc92c20,C,Mandalay,Member,Male,Food and beverages,14.12,3,2.118,44.48,6/12/2019,3:11:30,Cash,25.42,42.85,19.06,6.3
1c07157c-1830-48f3-a440-8587e0f0ef6b,B,Yangon,Normal,Female,Electronic accessories,88.5,2,8.85,185.85,6/22/2019,10:04:45,Cash,106.2,42.86,79.65,5.8
907fee79-8484-43ed-b371-2ae16eca750a,B,Yangon,Normal,Male,Food and beverages,77.66,4,15.532,326.17,6/6/2019,6:48:34,Ewallet,186.38,42.86,139.79,5.3
a077c32b-4973-41fe-8d7e-740bbc8b8f88,B,Naypyitaw,Member,Male,Fashion accessories,13.76,7,4.816,101.14,6/21/2019,20:00:48,Cash,57.79,42.86,43.35,5.1
e5d8eab8-9711-407f-9c9b-460441bd436c,B,Naypyitaw,Normal,Female,Fashion accessories,55.5,10,27.75,582.75,6/2/2019,23:43:59,Cash,333,42.86,249.75,9.5
c7ac2a27-96e3-47b1-8a97-fdf6e011f969,B,Yangon,Normal,Female,Food and beverages,55.5,8,22.2,466.2,6/24/2019,14:10:00,Ewallet,266.4,42.86,199.8,9.9
b642c535-20cd-4517-91b8-e64d1be5d30d,C,Yangon,Member,Male,Home and lifestyle,27.89,2,2.789,58.57,6/3/2019,17:42:26,Credit card,33.47,42.85,25.1,9.5
aa1a9e6b-b848-4d14-a6d0-e6a974afb6d4,B,Naypyitaw,Normal,Female,Health and beauty,57.09,10,28.545,599.45,6/23/2019,20:21:31,Cash,342.54,42.86,256.91,7
c970d6cb-19d7-425f-ae99-972847a38347,A,Mandalay,Member,Female,Sports and travel,67.06,7,23.471,492.89,6/14/2019,15:49:07,Credit card,281.65,42.86,211.24,8.6
4f75fe3b-4a03-4b8f-b8d6-4e06479a6df8,A,Naypyitaw,Member,Male,Fashion accessories,61.87,1,3.0935,64.96,6/3/2019,4:24:56,Cash,37.12,42.86,27.84,9.7
0a91e93f-5311-403d-8b8a-0df2335fc0ba,A,Yangon,Member,Male,Home and lifestyle,65.29,8,26.116,548.44,6/15/2019,18:12:23,Cash,313.39,42.86,235.05,6.3
5672e5c7-b246-4a64-b658-72adb512acf2,A,Naypyitaw,Normal,Female,Sports and travel,13.13,10,6.565,137.87,6/19/2019,0:17:00,Credit card,78.78,42.86,59.09,7.5
463123b6-f20c-4b71-b684-08e83d23198c,A,Naypyitaw,Normal,Male,Home and lifestyle,7.03,6,2.109,44.29,6/5/2019,6:34:07,Ewallet,25.31,42.85,18.98,6
b974212c-d7b3-4024-9d2f-83451be5a1bc,A,Naypyitaw,Normal,Female,Home and lifestyle,51.2,1,2.56,53.76,6/1/2019,15:13:12,Ewallet,30.72,42.86,23.04,7.1
21aaad4a-5454-4617-9be1-5df382a6bd2a,B,Yangon,Member,Male,Sports and travel,75.15,8,30.06,631.26,6/24/2019,22:50:48,Credit card,360.72,42.86,270.54,6.4
2dd7ae94-386d-4aae-a5d2-e6e2dc89adc1,A,Naypyitaw,Member,Male,Home and lifestyle,81.66,9,36.747,771.69,6/1/2019,15:21:49,Credit card,440.96,42.86,330.73,8.9
c12e70cb-c31a-44ff-89a3-9907c5a69e26,B,Mandalay,Member,Female,Fashion accessories,17.1,5,4.275,89.78,6/18/2019,13:31:52,Ewallet,51.3,42.86,38.48,9.2
6454117d-63f7-4d42-9f04-7bf609f18aa1,B,Naypyitaw,Normal,Female,Health and beauty,54.47,1,2.7235,57.19,6/24/2019,15:55:01,Credit card,32.68,42.86,24.51,8.5
cf258115-d634-4d29-a352-b2338467a074,A,Mandalay,Normal,Female,Food and beverages,85.95,1,4.2975,90.25,6/10/2019,11:33:23,Cash,51.57,42.86,38.68,7.5
aa98b752-e702-4ae3-9839-16bd193c557e,A,Mandalay,Normal,Female,Home and lifestyle,12,5,3,63,6/21/2019,0:14:03,Cash,36,42.86,27,5.9
5354defc-2edf-46bc-93cb-a3fbab2df610,C,Mandalay,Normal,Male,Food and beverages,52.18,3,7.827,164.37,6/12/2019,3:24:38,Cash,93.92,42.86,70.45,8.4
dbbc020f-39d3-49cc-87e0-c1d730a8379d,B,Naypyitaw,Normal,Male,Electronic accessories,36.43,6,10.929,229.51,6/13/2019,21:39:05,Cash,131.15,42.86,98.36,6
4e0d791b-f257-49cc-bfb2-c5b72475899e,B,Yangon,Member,Male,Electronic accessories,22.03,1,1.1015,23.13,6/16/2019,3:39:19,Credit card,13.22,42.84,9.91,7.9
40c4c17c-9aad-4400-8b37-918a089e756d,C,Naypyitaw,Member,Female,Fashion accessories,42.77,9,19.2465,404.18,6/2/2019,19:28:36,Cash,230.96,42.86,173.22,6.3
315b14a2-0352-4e2f-9fef-2151ce930a11,A,Mandalay,Member,Female,Health and beauty,55.37,1,2.7685,58.14,6/7/2019,21:23:53,Ewallet,33.22,42.86,24.92,8.9
d2d7a77b-c5b1-489b-9e87-aa4bffc21b83,C,Yangon,Member,Male,Health and beauty,31.1,4,6.22,130.62,6/27/2019,12:51:34,Credit card,74.64,42.86,55.98,6.9
ee3822cd-e932-4dad-a885-49e9971122d5,C,Naypyitaw,Member,Male,Food and beverages,99.71,10,49.855,1046.95,6/27/2019,22:02:04,Credit card,598.26,42.86,448.69,6.8
4c68745d-9cc3-4d6d-9d10-cd8034d0f087,C,Yangon,Normal,Female,Fashion accessories,40.31,7,14.1085,296.28,6/11/2019,8:31:37,Cash,169.3,42.86,126.98,7.5
b68d2b09-c699-4e0f-894d-315928ddf400,A,Naypyitaw,Normal,Male,Sports and travel,83.25,8,33.3,699.3,6/14/2019,8:03:02,Cash,399.6,42.86,299.7,5.3
eb799030-5824-42e2-96ee-454d0841dcdf,A,Naypyitaw,Member,Male,Sports and travel,95.76,1,4.788,100.55,6/10/2019,23:25:17,Credit card,57.46,42.85,43.09,5.5
2beb8d44-0622-4ae2-b4d8-96f2bd9aa9fe,C,Mandalay,Member,Male,Fashion accessories,17.01,10,8.505,178.61,6/22/2019,6:39:39,Cash,102.06,42.86,76.55,6.4
14a854fb-349a-4595-b5c9-c86ad3a7d9f4,C,Yangon,Member,Male,Health and beauty,19.81,10,9.905,208,6/12/2019,14:18:45,Ewallet,118.86,42.86,89.14,7.2
390e74e7-620e-49e7-bcfc-60d9f947a0a4,C,Mandalay,Normal,Female,Health and beauty,74.97,10,37.485,787.19,6/12/2019,23:00:48,Ewallet,449.82,42.86,337.37,9.4
eb45ffff-959d-46b0-b68e-8cb1e2d6ea63,A,Mandalay,Normal,Female,Food and beverages,92.28,3,13.842,290.68,6/18/2019,16:35:50,Cash,166.1,42.86,124.58,6.8
da1eecc7-3620-4dc7-a874-cc001de1cb2a,B,Yangon,Member,Female,Health and beauty,22.85,3,3.4275,71.98,6/6/2019,15:37:05,Credit card,41.13,42.86,30.85,7.4
fe05437b-7d49-4483-b758-ad60724cac7b,B,Mandalay,Member,Male,Electronic accessories,33.42,8,13.368,280.73,6/26/2019,20:29:40,Cash,160.42,42.86,120.31,5.1
8a8a084b-4715-402a-aa97-434d347facfd,A,Mandalay,Normal,Male,Food and beverages,68.58,7,24.003,504.06,6/14/2019,18:11:00,Credit card,288.04,42.86,216.02,6.2
f7045510-5e7c-47f1-b98c-debb56a19eef,A,Naypyitaw,Member,Male,Food and beverages,88.51,4,17.702,371.74,6/8/2019,2:40:51,Ewallet,212.42,42.86,159.32,7.9
850e9333-0c60-4054-a6a9-3eae3eda5e37,A,Yangon,Member,Male,Food and beverages,6.22,5,1.555,32.66,6/18/2019,23:34:31,Cash,18.66,42.87,14,8.8
091621b9-0077-4f8e-899f-6abe7b7beb5f,A,Mandalay,Normal,Female,Health and beauty,9.39,9,4.2255,88.74,6/25/2019,22:25:28,Credit card,50.71,42.86,38.03,7.5
21167b8e-e501-41ba-b8b2-5f275e36ed35,B,Naypyitaw,Normal,Male,Sports and travel,50.08,7,17.528,368.09,6/16/2019,21:33:13,Ewallet,210.34,42.86,157.75,7.6
d9eb5dd8-30fe-4502-b6a6-c4296fc20f69,B,Mandalay,Member,Male,Food and beverages,60.63,10,30.315,636.62,6/17/2019,13:52:25,Cash,363.78,42.86,272.84,8.6
bf840d4e-677d-4ae3-8c4d-dc9da10e419f,B,Mandalay,Member,Female,Home and lifestyle,32.4,6,9.72,204.12,6/3/2019,9:13:26,Credit card,116.64,42.86,87.48,9.1
b90fd3f9-9b0f-4295-befc-fc7b77ff2ea8,B,Mandalay,Member,Female,Electronic accessories,39.18,10,19.59,411.39,6/5/2019,16:13:48,Credit card,235.08,42.86,176.31,5
9d8a1ce8-7f9d-4812-9ab6-8cb0e587b385,A,Naypyitaw,Normal,Female,Sports and travel,77.29,10,38.645,811.55,6/25/2019,3:59:59,Ewallet,463.74,42.86,347.81,8.6
539c727a-cc3f-47e6-b070-0c0463e1ea61,A,Yangon,Normal,Female,Electronic accessories,77.7,7,27.195,571.1,6/14/2019,1:41:50,Ewallet,326.34,42.86,244.76,5.8
77bc31e4-0eda-433a-9be5-9001862c7113,A,Naypyitaw,Member,Female,Sports and travel,56.39,9,25.3755,532.89,6/2/2019,16:44:35,Credit card,304.51,42.86,228.38,8.1
60fcf4ab-5346-4f71-9c62-7be28983a6cc,C,Yangon,Normal,Female,Food and beverages,43.07,3,6.4605,135.67,6/4/2019,5:14:11,Credit card,77.53,42.85,58.14,5.7
05563152-7006-4668-a133-d3e142ef45e5,C,Naypyitaw,Normal,Female,Health and beauty,67.27,1,3.3635,70.63,6/14/2019,20:53:49,Ewallet,40.36,42.86,30.27,6.5
dae28bf7-3924-40bc-977a-dd7fa226937e,C,Mandalay,Normal,Female,Home and lifestyle,67.67,2,6.767,142.11,6/26/2019,20:08:45,Ewallet,81.2,42.86,60.91,7.4
89f55441-65b1-4caf-a737-b903635db4af,A,Naypyitaw,Member,Male,Home and lifestyle,87.2,4,17.44,366.24,6/8/2019,6:29:40,Cash,209.28,42.86,156.96,7.1
5cc278cc-0fe0-404b-b535-5d3a2bd27ea3,B,Yangon,Normal,Female,Sports and travel,65.31,2,6.531,137.15,6/10/2019,16:21:37,Cash,78.37,42.86,58.78,9.9
05426bc7-4962-45b1-b776-5ab12234c34b,A,Yangon,Normal,Male,Fashion accessories,49.98,5,12.495,262.39,6/8/2019,22:10:33,Cash,149.94,42.86,112.45,9.2
c36c03f5-e81f-48cd-bc50-fce493e9f7f9,A,Naypyitaw,Normal,Male,Fashion accessories,35.98,4,7.196,151.12,6/7/2019,19:12:20,Ewallet,86.35,42.86,64.77,7.5
d3a49310-433e-4977-845f-113a66fc6f48,B,Yangon,Normal,Male,Health and beauty,16.34,9,7.353,154.41,6/19/2019,11:32:52,Credit card,88.24,42.85,66.17,6.2
8e780037-2af5-470c-abb1-5bcb5e91e805,B,Naypyitaw,Normal,Female,Electronic accessories,33.68,4,6.736,141.46,6/1/2019,17:23:48,Ewallet,80.83,42.86,60.63,9.6
2beb1e97-c040-41c4-aecc-eb29c54d5f45,C,Naypyitaw,Normal,Male,Home and lifestyle,66.68,3,10.002,210.04,6/11/2019,15:53:43,Credit card,120.02,42.86,90.02,9.4
f64a51be-a2f8-47cc-893f-0057199329a5,B,Yangon,Member,Female,Electronic accessories,10.68,8,4.272,89.71,6/28/2019,18:15:26,Ewallet,51.26,42.86,38.45,8.4
be35feb2-4ea6-4977-81c7-8fa17e0e8648,A,Mandalay,Normal,Female,Sports and travel,38.49,9,17.3205,363.73,6/22/2019,0:51:33,Ewallet,207.85,42.86,155.88,8.6
71a6ca1a-323b-4a49-afb8-702678a77287,C,Naypyitaw,Normal,Female,Fashion accessories,7.18,10,3.59,75.39,6/7/2019,19:41:55,Credit card,43.08,42.86,32.31,6.5
2cb75bcb-c85c-420e-8e41-12967dd0731d,B,Yangon,Normal,Male,Health and beauty,10.97,6,3.291,69.11,7/13/2019,10:19:28,Cash,39.49,42.86,29.62,6.9
7ec921aa-0d50-4383-ab42-f0cb12a9985d,C,Naypyitaw,Member,Male,Health and beauty,55.54,9,24.993,524.85,7/7/2019,20:45:20,Ewallet,299.92,42.86,224.93,6
bcc19f29-b7cc-4cd4-b30c-31eadbc41aa5,A,Naypyitaw,Member,Male,Electronic accessories,31.33,8,12.532,263.17,7/19/2019,5:26:24,Ewallet,150.38,42.86,112.79,9.2
4c55a4df-9490-48fe-bd90-f307fb9e15a1,B,Naypyitaw,Member,Female,Electronic accessories,70.3,6,21.09,442.89,7/23/2019,4:01:18,Credit card,253.08,42.86,189.81,7.1
608a9210-1b2f-4f26-a58a-738607e76814,B,Naypyitaw,Normal,Male,Health and beauty,73.47,3,11.0205,231.43,7/26/2019,16:22:56,Credit card,132.25,42.86,99.18,7.9
e26d6c48-317e-4304-87ae-e990b7908518,C,Mandalay,Member,Male,Electronic accessories,58.29,9,26.2305,550.84,7/2/2019,22:35:34,Cash,314.77,42.86,236.07,6.6
7915b80b-7c77-4afa-a600-b4a599da8463,B,Naypyitaw,Member,Male,Food and beverages,89.01,9,40.0545,841.14,7/3/2019,16:33:38,Credit card,480.65,42.86,360.49,8.8
ac9ff822-ea56-4de5-9069-6782d873bd72,B,Yangon,Normal,Female,Home and lifestyle,86.99,5,21.7475,456.7,7/6/2019,11:55:15,Credit card,260.97,42.86,195.73,6.6
a38a7e4b-b5ac-48cb-936c-eeb82b082795,A,Yangon,Normal,Female,Food and beverages,76.5,2,7.65,160.65,7/2/2019,18:44:25,Cash,91.8,42.86,68.85,9.8
67bb274f-548a-4a3b-9288-b015e4f66c38,B,Naypyitaw,Member,Male,Food and beverages,69.19,6,20.757,435.9,7/5/2019,16:37:44,Credit card,249.08,42.86,186.82,8.5
4465c5c9-92fd-4573-bd3b-ff191668a743,A,Yangon,Member,Female,Fashion accessories,65.57,4,13.114,275.39,7/2/2019,17:17:23,Ewallet,157.37,42.86,118.02,6.1
9735a138-0424-487b-aefb-102e662740c3,A,Yangon,Member,Female,Home and lifestyle,41.22,6,12.366,259.69,7/17/2019,17:38:30,Ewallet,148.39,42.86,111.3,8.2
0a677141-343c-4c9d-8631-50b051fc5a5e,C,Naypyitaw,Member,Female,Health and beauty,25.97,4,5.194,109.07,7/17/2019,20:45:43,Ewallet,62.33,42.85,46.74,9.8
d2c1a422-82fe-4d95-8952-72f6e6c28c78,C,Mandalay,Normal,Female,Fashion accessories,60.31,9,27.1395,569.93,7/25/2019,23:05:24,Cash,325.67,42.86,244.26,7.3
ab15f445-159e-4ca9-8044-ddc17f6c1625,B,Yangon,Member,Male,Health and beauty,27.2,3,4.08,85.68,7/12/2019,7:16:24,Cash,48.96,42.86,36.72,9.9
310774c0-b2f8-4316-94f5-6333fc88bd56,C,Mandalay,Normal,Male,Food and beverages,20.72,6,6.216,130.54,7/28/2019,10:44:16,Cash,74.59,42.86,55.95,6.2
30f68681-d1a2-446f-9660-c0e925bc9507,A,Mandalay,Normal,Male,Health and beauty,94.37,10,47.185,990.88,7/20/2019,16:10:50,Cash,566.22,42.86,424.66,8.2
24348f12-38ee-4d54-9391-884d24be48ce,C,Yangon,Normal,Female,Home and lifestyle,24.59,2,2.459,51.64,7/14/2019,12:10:33,Cash,29.51,42.85,22.13,9.2
059a4161-877c-4764-8f32-3e5b6c71e791,C,Mandalay,Normal,Male,Home and lifestyle,98.73,9,44.4285,933,7/24/2019,18:12:10,Cash,533.14,42.86,399.86,6.8
cc36e918-8f9a-4805-afdb-8be27446fb7b,A,Naypyitaw,Member,Female,Electronic accessories,82.52,1,4.126,86.65,7/5/2019,14:40:32,Credit card,49.51,42.86,37.14,9.8
d016eafe-6fdc-473a-8e8a-8e9f5bffdf53,A,Yangon,Normal,Female,Fashion accessories,61.08,7,21.378,448.94,7/10/2019,22:59:15,Ewallet,256.54,42.86,192.4,7.2
0d55e731-e59b-4a10-be1f-1763c1d8100d,B,Yangon,Normal,Female,Fashion accessories,28.5,8,11.4,239.4,7/24/2019,23:12:10,Credit card,136.8,42.86,102.6,6.6
0204afad-24c2-4210-8c3d-808a4564564a,A,Naypyitaw,Member,Female,Sports and travel,94.47,4,18.894,396.77,7/2/2019,1:15:35,Ewallet,226.73,42.86,170.04,8.9
03cfef8e-2f45-43ad-b2f3-1746bc6f3017,A,Naypyitaw,Member,Female,Sports and travel,40.63,5,10.1575,213.31,7/26/2019,10:16:05,Credit card,121.89,42.86,91.42,8.1
734e43ff-a0c6-443d-8573-30ee92780acd,A,Mandalay,Normal,Male,Home and lifestyle,72.18,2,7.218,151.58,7/5/2019,21:45:23,Credit card,86.62,42.86,64.96,7.7
76bbb41e-3047-41f5-b3c4-d4ab1b85abe0,C,Naypyitaw,Normal,Female,Fashion accessories,52.52,7,18.382,386.02,7/24/2019,5:36:31,Credit card,220.58,42.86,165.44,8.2
eca4345b-90e9-4e22-88a2-1548306e2f42,B,Yangon,Member,Male,Sports and travel,43.45,9,19.5525,410.6,7/12/2019,12:53:00,Credit card,234.63,42.86,175.97,9
